scientific_name,kingdom,phylum,class_name,order_name,family,genus,species,country,county,locality,latitude,longitude,year,month,day,key,datasetKey,publishingOrgKey,installationKey,hostingOrganizationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basis_of_record,occurrence_status,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,scientificNameAuthorship,acceptedScientificName,genericName,specificEpithet,taxon_rank,taxonomic_status,iucnRedListCategory,dateIdentified,coordinate_uncertainty_m,continent,event_date,startDayOfYear,endDayOfYear,modified,lastInterpreted,references,license,isSequenced,isInCluster,datasetName,recordedBy,identifiedBy,geodeticDatum,country_code,gbifRegion,publishedByGbifRegion,rightsHolder,identifier,http://unknown.org/nick,verbatimEventDate,http://unknown.org/crawl_attempt,http://unknown.org/status,collection_code,gbifID,occurrenceID,taxonID,http://unknown.org/captive_cultivated,catalog_number,institution_code,eventTime,identificationID,classifications.7ddf754f-d193-4cc9-b351-99906754a03b.usage.key,classifications.7ddf754f-d193-4cc9-b351-99906754a03b.usage.name,classifications.7ddf754f-d193-4cc9-b351-99906754a03b.usage.rank,classifications.7ddf754f-d193-4cc9-b351-99906754a03b.usage.code,classifications.7ddf754f-d193-4cc9-b351-99906754a03b.usage.authorship,classifications.7ddf754f-d193-4cc9-b351-99906754a03b.usage.genericName,classifications.7ddf754f-d193-4cc9-b351-99906754a03b.usage.specificEpithet,classifications.7ddf754f-d193-4cc9-b351-99906754a03b.usage.formattedName,classifications.7ddf754f-d193-4cc9-b351-99906754a03b.acceptedUsage.key,classifications.7ddf754f-d193-4cc9-b351-99906754a03b.acceptedUsage.name,classifications.7ddf754f-d193-4cc9-b351-99906754a03b.acceptedUsage.rank,classifications.7ddf754f-d193-4cc9-b351-99906754a03b.acceptedUsage.code,classifications.7ddf754f-d193-4cc9-b351-99906754a03b.acceptedUsage.authorship,classifications.7ddf754f-d193-4cc9-b351-99906754a03b.acceptedUsage.genericName,classifications.7ddf754f-d193-4cc9-b351-99906754a03b.acceptedUsage.specificEpithet,classifications.7ddf754f-d193-4cc9-b351-99906754a03b.acceptedUsage.formattedName,classifications.7ddf754f-d193-4cc9-b351-99906754a03b.taxonomicStatus,classifications.7ddf754f-d193-4cc9-b351-99906754a03b.iucnRedListCategoryCode,classifications.d7dddbf4-2cf0-4f39-9b2a-bb099caae36c.usage.key,classifications.d7dddbf4-2cf0-4f39-9b2a-bb099caae36c.usage.name,classifications.d7dddbf4-2cf0-4f39-9b2a-bb099caae36c.usage.rank,classifications.d7dddbf4-2cf0-4f39-9b2a-bb099caae36c.usage.code,classifications.d7dddbf4-2cf0-4f39-9b2a-bb099caae36c.usage.authorship,classifications.d7dddbf4-2cf0-4f39-9b2a-bb099caae36c.usage.genericName,classifications.d7dddbf4-2cf0-4f39-9b2a-bb099caae36c.usage.specificEpithet,classifications.d7dddbf4-2cf0-4f39-9b2a-bb099caae36c.usage.formattedName,classifications.d7dddbf4-2cf0-4f39-9b2a-bb099caae36c.acceptedUsage.key,classifications.d7dddbf4-2cf0-4f39-9b2a-bb099caae36c.acceptedUsage.name,classifications.d7dddbf4-2cf0-4f39-9b2a-bb099caae36c.acceptedUsage.rank,classifications.d7dddbf4-2cf0-4f39-9b2a-bb099caae36c.acceptedUsage.code,classifications.d7dddbf4-2cf0-4f39-9b2a-bb099caae36c.acceptedUsage.authorship,classifications.d7dddbf4-2cf0-4f39-9b2a-bb099caae36c.acceptedUsage.genericName,classifications.d7dddbf4-2cf0-4f39-9b2a-bb099caae36c.acceptedUsage.specificEpithet,classifications.d7dddbf4-2cf0-4f39-9b2a-bb099caae36c.acceptedUsage.formattedName,classifications.d7dddbf4-2cf0-4f39-9b2a-bb099caae36c.taxonomicStatus,classifications.d7dddbf4-2cf0-4f39-9b2a-bb099caae36c.iucnRedListCategoryCode,gadm.level0.gid,gadm.level0.name,gadm.level1.gid,gadm.level1.name,gadm.level2.gid,gadm.level2.name,gadm.level3.gid,gadm.level3.name,location,has_coordinates,observation_year,observation_month,scientific_name_length,scientific_name_words,species_initial,high_precision,has_iucn_status,completeness_score,taxonomy,google_maps_url,season,valid_coordinates,full_location,days_since_observation,wildlife_group
"Tursiops aduncus (Ehrenberg, 1833)",Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops,Tursiops aduncus,Kenya,Kilifi,"Kilifi, KE",-3.4306,39.964508,2026,1,2,5938027617,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2026-07-14T11:30:32.113+00:00,2026-07-14T22:25:25.945+00:00,600,HUMAN_OBSERVATION,PRESENT,2440455,1,44,359,733.0,5314,2440446,2440455,2440455,"(Ehrenberg, 1833)","Tursiops aduncus (Ehrenberg, 1833)",Tursiops,aduncus,SPECIES,ACCEPTED,NT,2026-01-02T08:33:54,2.0,AFRICA,2026-01-02 09:01:39,2,2,2026-01-02T10:29:26.000+00:00,2026-07-14T22:25:25.945+00:00,https://www.inaturalist.org/observations/333126626,http://creativecommons.org/licenses/by-nc/4.0/legalcode,False,False,iNaturalist research-grade observations,Stephanie M. Dloniak,Stephanie M. Dloniak,WGS84,KE,AFRICA,NORTH_AMERICA,Stephanie M. Dloniak,333126626,stephdloniak,2026-01-02 09:01:39,600,not_reviewed,Observations,5938027617,https://www.inaturalist.org/observations/333126626,41481,wild,333126626,iNaturalist,09:01:39+03:00,745484060,7CYM9,"Tursiops aduncus (Ehrenberg, 1833)",SPECIES,ZOOLOGICAL,"(Ehrenberg, 1833)",Tursiops,aduncus,"<i>Tursiops</i> <i>aduncus</i> (Ehrenberg, 1833)",7CYM9,"Tursiops aduncus (Ehrenberg, 1833)",SPECIES,ZOOLOGICAL,"(Ehrenberg, 1833)",Tursiops,aduncus,"<i>Tursiops</i> <i>aduncus</i> (Ehrenberg, 1833)",ACCEPTED,NT,2440455,"Tursiops aduncus (Ehrenberg, 1833)",SPECIES,ZOOLOGICAL,"(Ehrenberg, 1833)",Tursiops,aduncus,"<i>Tursiops</i> <i>aduncus</i> (Ehrenberg, 1833)",2440455,"Tursiops aduncus (Ehrenberg, 1833)",SPECIES,ZOOLOGICAL,"(Ehrenberg, 1833)",Tursiops,aduncus,"<i>Tursiops</i> <i>aduncus</i> (Ehrenberg, 1833)",ACCEPTED,NT,,,,,,,,,"Kilifi, Kenya",True,2026,January,34,4,T,True,True,5,Animalia > Chordata > Mammalia > Cetacea > Delphinidae > Tursiops > Tursiops aduncus,"https://www.google.com/maps?q=-3.4306,39.964508",Dry Season,True,"Kilifi, KE, Kilifi, Kenya",208.0,Mammal
"Buteo augur (Ruppell, 1836)",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo augur,Kenya,Narok,"Lolgorian, Kenya",-1.272472,34.985667,2026,1,2,5938027647,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2026-07-14T11:30:32.113+00:00,2026-07-14T22:07:39.537+00:00,600,HUMAN_OBSERVATION,PRESENT,2480540,1,44,212,7191147.0,2877,2480517,2480540,2480540,"(Ruppell, 1836)","Buteo augur (Ruppell, 1836)",Buteo,augur,SPECIES,ACCEPTED,LC,2026-01-02T12:44:51,,AFRICA,,2,2,2026-03-23T05:22:07.000+00:00,2026-07-14T22:07:39.537+00:00,https://www.inaturalist.org/observations/333143771,http://creativecommons.org/licenses/by-nc/4.0/legalcode,False,False,iNaturalist research-grade observations,thomaswald,thomaswald,WGS84,KE,AFRICA,NORTH_AMERICA,thomaswald,333143771,thomaswald,2026/01/02 9:35 AM,600,not_reviewed,Observations,5938027647,https://www.inaturalist.org/observations/333143771,204471,wild,333143771,iNaturalist,09:35:00+03:00,745538151,NYV2,"Buteo augur (Rüppell, 1836)",SPECIES,ZOOLOGICAL,"(Rüppell, 1836)",Buteo,augur,"<i>Buteo</i> <i>augur</i> (Rüppell, 1836)",NYV2,"Buteo augur (Rüppell, 1836)",SPECIES,ZOOLOGICAL,"(Rüppell, 1836)",Buteo,augur,"<i>Buteo</i> <i>augur</i> (Rüppell, 1836)",ACCEPTED,LC,2480540,"Buteo augur (Ruppell, 1836)",SPECIES,ZOOLOGICAL,"(Ruppell, 1836)",Buteo,augur,"<i>Buteo</i> <i>augur</i> (Ruppell, 1836)",2480540,"Buteo augur (Ruppell, 1836)",SPECIES,ZOOLOGICAL,"(Ruppell, 1836)",Buteo,augur,"<i>Buteo</i> <i>augur</i> (Ruppell, 1836)",ACCEPTED,LC,KEN,Kenya,KEN.33_1,Narok,KEN.33.2_1,Kilgoris,KEN.33.2.4_1,Kimintet,"Narok, Kenya",True,2026,January,27,4,B,False,True,5,Animalia > Chordata > Aves > Accipitriformes > Accipitridae > Buteo > Buteo augur,"https://www.google.com/maps?q=-1.272472,34.985667",Dry Season,True,"Lolgorian, Kenya, Narok, Kenya",,Bird
"Streptopelia capicola (Sundevall, 1857)",Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia capicola,Kenya,Narok,"Ololunga, Kenya",-1.124248,35.267638,2026,1,4,5938030027,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2026-07-14T11:30:32.113+00:00,2026-07-14T22:18:19.381+00:00,600,HUMAN_OBSERVATION,PRESENT,2495667,1,44,212,1446.0,5233,2495657,2495667,2495667,"(Sundevall, 1857)","Streptopelia capicola (Sundevall, 1857)",Streptopelia,capicola,SPECIES,ACCEPTED,LC,2026-01-05T09:24:20,11853.0,AFRICA,,4,4,2026-01-05T17:02:41.000+00:00,2026-07-14T22:18:19.381+00:00,https://www.inaturalist.org/observations/333560943,http://creativecommons.org/licenses/by-nc/4.0/legalcode,False,False,iNaturalist research-grade observations,Parker Brandenburg,Parker Brandenburg,WGS84,KE,AFRICA,NORTH_AMERICA,Parker Brandenburg,333560943,parkerb05,2026/01/04 11:36 AM,600,not_reviewed,Observations,5938030027,https://www.inaturalist.org/observations/333560943,2959,wild,333560943,iNaturalist,11:36:00+03:00,746731412,6ZXQ2,"Streptopelia capicola (Sundevall, 1857)",SPECIES,ZOOLOGICAL,"(Sundevall, 1857)",Streptopelia,capicola,"<i>Streptopelia</i> <i>capicola</i> (Sundevall, 1857)",6ZXQ2,"Streptopelia capicola (Sundevall, 1857)",SPECIES,ZOOLOGICAL,"(Sundevall, 1857)",Streptopelia,capicola,"<i>Streptopelia</i> <i>capicola</i> (Sundevall, 1857)",ACCEPTED,LC,2495667,"Streptopelia capicola (Sundevall, 1857)",SPECIES,ZOOLOGICAL,"(Sundevall, 1857)",Streptopelia,capicola,"<i>Streptopelia</i> <i>capicola</i> (Sundevall, 1857)",2495667,"Streptopelia capicola (Sundevall, 1857)",SPECIES,ZOOLOGICAL,"(Sundevall, 1857)",Streptopelia,capicola,"<i>Streptopelia</i> <i>capicola</i> (Sundevall, 1857)",ACCEPTED,LC,KEN,Kenya,KEN.33_1,Narok,KEN.33.6_1,Narok West,KEN.33.6.2_1,Mara,"Narok, Kenya",True,2026,January,39,4,S,False,True,5,Animalia > Chordata > Aves > Columbiformes > Columbidae > Streptopelia > Streptopelia capicola,"https://www.google.com/maps?q=-1.124248,35.267638",Dry Season,True,"Ololunga, Kenya, Narok, Kenya",,Bird
"Anastomus lamelligerus Temminck, 1823",Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Anastomus,Anastomus lamelligerus,Kenya,Nakuru,"Sulmac Village, Kenya",-0.826978,36.374481,2026,1,2,5938062731,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2026-07-14T11:30:32.113+00:00,2026-07-14T22:07:35.556+00:00,600,HUMAN_OBSERVATION,PRESENT,5229411,1,44,212,839.0,9289,2481924,5229411,5229411,"Temminck, 1823","Anastomus lamelligerus Temminck, 1823",Anastomus,lamelligerus,SPECIES,ACCEPTED,LC,2026-01-02T14:09:57,34.0,AFRICA,,2,2,2026-01-03T10:23:25.000+00:00,2026-07-14T22:07:35.556+00:00,https://www.inaturalist.org/observations/333150224,http://creativecommons.org/licenses/by-nc/4.0/legalcode,False,False,iNaturalist research-grade observations,Eddy Verbeek,Eddy Verbeek,WGS84,KE,AFRICA,NORTH_AMERICA,Eddy Verbeek,333150224,eddyverbeek,2026/01/02 5:02 PM,600,not_reviewed,Observations,5938062731,https://www.inaturalist.org/observations/333150224,4776,wild,333150224,iNaturalist,17:02:00+03:00,745558394,DH8P,"Anastomus lamelligerus Temminck, 1823",SPECIES,ZOOLOGICAL,"Temminck, 1823",Anastomus,lamelligerus,"<i>Anastomus</i> <i>lamelligerus</i> Temminck, 1823",DH8P,"Anastomus lamelligerus Temminck, 1823",SPECIES,ZOOLOGICAL,"Temminck, 1823",Anastomus,lamelligerus,"<i>Anastomus</i> <i>lamelligerus</i> Temminck, 1823",ACCEPTED,LC,5229411,"Anastomus lamelligerus Temminck, 1823",SPECIES,ZOOLOGICAL,"Temminck, 1823",Anastomus,lamelligerus,"<i>Anastomus</i> <i>lamelligerus</i> Temminck, 1823",5229411,"Anastomus lamelligerus Temminck, 1823",SPECIES,ZOOLOGICAL,"Temminck, 1823",Anastomus,lamelligerus,"<i>Anastomus</i> <i>lamelligerus</i> Temminck, 1823",ACCEPTED,LC,KEN,Kenya,KEN.31_1,Nakuru,KEN.31.6_1,Naivasha,KEN.31.6.7_1,Olkaria,"Nakuru, Kenya",True,2026,January,37,4,A,True,True,5,Animalia > Chordata > Aves > Ciconiiformes > Ciconiidae > Anastomus > Anastomus lamelligerus,"https://www.google.com/maps?q=-0.826978,36.374481",Dry Season,True,"Sulmac Village, Kenya, Nakuru, Kenya",,Bird
"Trioceros jacksonii (Boulenger, 1896)",Animalia,Chordata,Squamata,,Chamaeleonidae,Trioceros,Trioceros jacksonii,Kenya,Nairobi,"Nairobi, Nairobi, KE",-1.379105,36.765167,2026,1,4,5938065096,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2026-07-14T11:30:32.113+00:00,2026-07-14T21:22:01.083+00:00,600,HUMAN_OBSERVATION,PRESENT,8371864,1,44,11592253,,9453,4818567,8371864,8371864,"(Boulenger, 1896)","Trioceros jacksonii (Boulenger, 1896)",Trioceros,jacksonii,SPECIES,ACCEPTED,LC,2026-01-04T18:04:47,64.0,AFRICA,2026-01-04 20:37:29,4,4,2026-01-05T02:21:07.000+00:00,2026-07-14T21:22:01.083+00:00,https://www.inaturalist.org/observations/333466472,http://creativecommons.org/licenses/by-nc/4.0/legalcode,False,False,iNaturalist research-grade observations,olliesaunders,olliesaunders,WGS84,KE,AFRICA,NORTH_AMERICA,olliesaunders,333466472,olliesaunders,2026-01-04 20:37:29,600,not_reviewed,Observations,5938065096,https://www.inaturalist.org/observations/333466472,32807,wild,333466472,iNaturalist,20:37:29+03:00,746461420,58VQK,"Trioceros jacksonii (Boulenger, 1896)",SPECIES,ZOOLOGICAL,"(Boulenger, 1896)",Trioceros,jacksonii,"<i>Trioceros</i> <i>jacksonii</i> (Boulenger, 1896)",58VQK,"Trioceros jacksonii (Boulenger, 1896)",SPECIES,ZOOLOGICAL,"(Boulenger, 1896)",Trioceros,jacksonii,"<i>Trioceros</i> <i>jacksonii</i> (Boulenger, 1896)",ACCEPTED,LC,8371864,"Trioceros jacksonii (Boulenger, 1896)",SPECIES,ZOOLOGICAL,"(Boulenger, 1896)",Trioceros,jacksonii,"<i>Trioceros</i> <i>jacksonii</i> (Boulenger, 1896)",8371864,"Trioceros jacksonii (Boulenger, 1896)",SPECIES,ZOOLOGICAL,"(Boulenger, 1896)",Trioceros,jacksonii,"<i>Trioceros</i> <i>jacksonii</i> (Boulenger, 1896)",ACCEPTED,LC,KEN,Kenya,KEN.30_1,Nairobi,KEN.30.11_1,Langata,KEN.30.11.1_1,Karen,"Nairobi, Kenya",True,2026,January,37,4,T,True,True,5,Animalia > Chordata > Squamata > Unknown > Chamaeleonidae > Trioceros > Trioceros jacksonii,"https://www.google.com/maps?q=-1.379105,36.765167",Dry Season,True,"Nairobi, Nairobi, KE, Nairobi, Kenya",205.0,Other
"Ploceus rubiginosus Rüppell, 1840",Animalia,Chordata,Aves,Passeriformes,Ploceidae,Ploceus,Ploceus rubiginosus,Kenya,Taita Taveta,"Tsavo N. Park, Kenya",-2.695697,38.162131,2026,1,3,5938066370,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2026-07-14T11:30:32.113+00:00,2026-07-14T21:35:00.436+00:00,600,HUMAN_OBSERVATION,PRESENT,2494071,1,44,212,729.0,9336,2494008,2494071,2494071,"Rüppell, 1840","Ploceus rubiginosus Rüppell, 1840",Ploceus,rubiginosus,SPECIES,ACCEPTED,LC,2026-01-05T17:12:28,61.0,AFRICA,,3,3,2026-01-05T17:24:59.000+00:00,2026-07-14T21:35:00.436+00:00,https://www.inaturalist.org/observations/333599208,http://creativecommons.org/licenses/by-nc/4.0/legalcode,False,False,iNaturalist research-grade observations,craigscribbles,craigscribbles,WGS84,KE,AFRICA,NORTH_AMERICA,craigscribbles,333599208,craigscribbles,2026/01/03 8:54 AM,600,not_reviewed,Observations,5938066370,https://www.inaturalist.org/observations/333599208,13786,wild,333599208,iNaturalist,08:54:00+03:00,746856191,4KH9B,"Ploceus rubiginosus Rüppell, 1840",SPECIES,ZOOLOGICAL,"Rüppell, 1840",Ploceus,rubiginosus,"<i>Ploceus</i> <i>rubiginosus</i> Rüppell, 1840",4KH9B,"Ploceus rubiginosus Rüppell, 1840",SPECIES,ZOOLOGICAL,"Rüppell, 1840",Ploceus,rubiginosus,"<i>Ploceus</i> <i>rubiginosus</i> Rüppell, 1840",ACCEPTED,LC,2494071,"Ploceus rubiginosus Rüppell, 1840",SPECIES,ZOOLOGICAL,"Rüppell, 1840",Ploceus,rubiginosus,"<i>Ploceus</i> <i>rubiginosus</i> Rüppell, 1840",2494071,"Ploceus rubiginosus Rüppell, 1840",SPECIES,ZOOLOGICAL,"Rüppell, 1840",Ploceus,rubiginosus,"<i>Ploceus</i> <i>rubiginosus</i> Rüppell, 1840",ACCEPTED,LC,KEN,Kenya,KEN.39_1,Taita Taveta,KEN.39.3_1,Voi,KEN.39.3.5_1,Ngolia,"Taita Taveta, Kenya",True,2026,January,33,4,P,True,True,5,Animalia > Chordata > Aves > Passeriformes > Ploceidae > Ploceus > Ploceus rubiginosus,"https://www.google.com/maps?q=-2.695697,38.162131",Dry Season,True,"Tsavo N. Park, Kenya, Taita Taveta, Kenya",,Bird
"Crocuta crocuta (Erxleben, 1777)",Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,Crocuta crocuta,Kenya,Narok,"Ololunga, Kenya",-1.125904,35.279239,2026,1,4,5938066612,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2026-07-14T11:30:32.113+00:00,2026-07-14T22:07:36.211+00:00,600,HUMAN_OBSERVATION,PRESENT,5218781,1,44,359,732.0,5306,2433504,5218781,5218781,"(Erxleben, 1777)","Crocuta crocuta (Erxleben, 1777)",Crocuta,crocuta,SPECIES,ACCEPTED,LC,2026-01-05T09:09:09,11123.0,AFRICA,,4,4,2026-01-22T08:27:56.000+00:00,2026-07-14T22:07:36.211+00:00,https://www.inaturalist.org/observations/333559854,http://creativecommons.org/licenses/by-nc/4.0/legalcode,False,False,iNaturalist research-grade observations,Parker Brandenburg,Parker Brandenburg,WGS84,KE,AFRICA,NORTH_AMERICA,Parker Brandenburg,333559854,parkerb05,2026/01/04 10:38 AM,600,not_reviewed,Observations,5938066612,https://www.inaturalist.org/observations/333559854,41886,wild,333559854,iNaturalist,10:38:00+03:00,746728648,ZL56,"Crocuta crocuta (Erxleben, 1777)",SPECIES,ZOOLOGICAL,"(Erxleben, 1777)",Crocuta,crocuta,"<i>Crocuta</i> <i>crocuta</i> (Erxleben, 1777)",ZL56,"Crocuta crocuta (Erxleben, 1777)",SPECIES,ZOOLOGICAL,"(Erxleben, 1777)",Crocuta,crocuta,"<i>Crocuta</i> <i>crocuta</i> (Erxleben, 1777)",ACCEPTED,LC,5218781,"Crocuta crocuta (Erxleben, 1777)",SPECIES,ZOOLOGICAL,"(Erxleben, 1777)",Crocuta,crocuta,"<i>Crocuta</i> <i>crocuta</i> (Erxleben, 1777)",5218781,"Crocuta crocuta (Erxleben, 1777)",SPECIES,ZOOLOGICAL,"(Erxleben, 1777)",Crocuta,crocuta,"<i>Crocuta</i> <i>crocuta</i> (Erxleben, 1777)",ACCEPTED,LC,KEN,Kenya,KEN.33_1,Narok,KEN.33.6_1,Narok West,KEN.33.6.2_1,Mara,"Narok, Kenya",True,2026,January,32,4,C,False,True,5,Animalia > Chordata > Mammalia > Carnivora > Hyaenidae > Crocuta > Crocuta crocuta,"https://www.google.com/maps?q=-1.125904,35.279239",Dry Season,True,"Ololunga, Kenya, Narok, Kenya",,Mammal
"Hippopotamus amphibius Linnaeus, 1758",Animalia,Chordata,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,Hippopotamus amphibius,Kenya,Narok,"Narok, KE",-1.039999,35.341049,2026,1,3,5938073627,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2026-07-14T11:30:32.113+00:00,2026-07-14T21:22:04.133+00:00,600,HUMAN_OBSERVATION,PRESENT,2441247,1,44,359,731.0,5300,2441245,2441247,2441247,"Linnaeus, 1758","Hippopotamus amphibius Linnaeus, 1758",Hippopotamus,amphibius,SPECIES,ACCEPTED,VU,2026-01-04T18:39:56,31448.0,AFRICA,,3,3,2026-02-06T09:33:35.000+00:00,2026-07-14T21:22:04.133+00:00,https://www.inaturalist.org/observations/333470621,http://creativecommons.org/licenses/by-nc/4.0/legalcode,False,False,iNaturalist research-grade observations,Parker Brandenburg,Parker Brandenburg,WGS84,KE,AFRICA,NORTH_AMERICA,Parker Brandenburg,333470621,parkerb05,2026/01/03 9:20 PM,600,not_reviewed,Observations,5938073627,https://www.inaturalist.org/observations/333470621,42149,wild,333470621,iNaturalist,21:20:00+03:00,746474063,3M2JB,"Hippopotamus amphibius Linnaeus, 1758",SPECIES,ZOOLOGICAL,"Linnaeus, 1758",Hippopotamus,amphibius,"<i>Hippopotamus</i> <i>amphibius</i> Linnaeus, 1758",3M2JB,"Hippopotamus amphibius Linnaeus, 1758",SPECIES,ZOOLOGICAL,"Linnaeus, 1758",Hippopotamus,amphibius,"<i>Hippopotamus</i> <i>amphibius</i> Linnaeus, 1758",ACCEPTED,VU,2441247,"Hippopotamus amphibius Linnaeus, 1758",SPECIES,ZOOLOGICAL,"Linnaeus, 1758",Hippopotamus,amphibius,"<i>Hippopotamus</i> <i>amphibius</i> Linnaeus, 1758",2441247,"Hippopotamus amphibius Linnaeus, 1758",SPECIES,ZOOLOGICAL,"Linnaeus, 1758",Hippopotamus,amphibius,"<i>Hippopotamus</i> <i>amphibius</i> Linnaeus, 1758",ACCEPTED,VU,KEN,Kenya,KEN.33_1,Narok,KEN.33.6_1,Narok West,KEN.33.6.2_1,Mara,"Narok, Kenya",True,2026,January,37,4,H,False,True,5,Animalia > Chordata > Mammalia > Artiodactyla > Hippopotamidae > Hippopotamus > Hippopotamus amphibius,"https://www.google.com/maps?q=-1.039999,35.341049",Dry Season,True,"Narok, KE, Narok, Kenya",,Mammal
"Colius striatus J.F.Gmelin, 1789",Animalia,Chordata,Aves,Coliiformes,Coliidae,Colius,Colius striatus,Kenya,Kwale,"Msambweni, Kwale, KE",-4.261918,39.59348,2026,1,2,5938077748,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,28eb1a3f-1c15-4a95-931a-4af90ecb574d,US,DWC_ARCHIVE,2026-07-14T11:30:32.113+00:00,2026-07-14T21:56:00.543+00:00,600,HUMAN_OBSERVATION,PRESENT,5229467,1,44,212,721.0,9305,5229462,5229467,5229467,"J.F.Gmelin, 1789","Colius striatus J.F.Gmelin, 1789",Colius,striatus,SPECIES,ACCEPTED,LC,2026-01-02T06:33:27,43.0,AFRICA,,2,2,2026-01-02T09:35:06.000+00:00,2026-07-14T21:56:00.543+00:00,https://www.inaturalist.org/observations/333117439,http://creativecommons.org/licenses/by-nc/4.0/legalcode,False,False,iNaturalist research-grade observations,Fabian747,Fabian747,WGS84,KE,AFRICA,NORTH_AMERICA,Fabian747,333117439,fabian747,2026-01-02 09:26:00,600,not_reviewed,Observations,5938077748,https://www.inaturalist.org/observations/333117439,3704,wild,333117439,iNaturalist,09:26:00+03:00,745459070,X2M3,"Colius striatus J. F. Gmelin, 1789",SPECIES,ZOOLOGICAL,"J. F. Gmelin, 1789",Colius,striatus,"<i>Colius</i> <i>striatus</i> J. F. Gmelin, 1789",X2M3,"Colius striatus J. F. Gmelin, 1789",SPECIES,ZOOLOGICAL,"J. F. Gmelin, 1789",Colius,striatus,"<i>Colius</i> <i>striatus</i> J. F. Gmelin, 1789",ACCEPTED,LC,5229467,"Colius striatus J.F.Gmelin, 1789",SPECIES,ZOOLOGICAL,"J.F.Gmelin, 1789",Colius,striatus,"<i>Colius</i> <i>striatus</i> J.F.Gmelin, 1789",5229467,"Colius striatus J.F.Gmelin, 1789",SPECIES,ZOOLOGICAL,"J.F.Gmelin, 1789",Colius,striatus,"<i>Colius</i> <i>striatus</i> J.F.Gmelin, 1789",ACCEPTED,LC,KEN,Kenya,KEN.19_1,Kwale,KEN.19.4_1,Msambweni,KEN.19.4.1_1,Gombato Bongwe,"Kwale, Kenya",True,2026,January,32,4,C,True,True,5,Animalia > Chordata > Aves > Coliiformes > Coliidae > Colius > Colius striatus,"https://www.google.com/maps?q=-4.261918,39.59348",Dry Season,True,"Msambweni, Kwale, KE, Kwale, Kenya",,Bird
